id,Force (N),Position (mm),Stress (MPa),Strain (%),Time (min)
1501,13300.0,5.88,364.0,7.66,5.88
2586,14900.0,10.1,409.0,13.2,10.1
2653,14900.0,10.4,411.0,13.5,10.4
1055,12300.0,4.13,338.0,5.39,4.14
705,8640.0,2.76,238.0,3.6,2.77
106,587.0,0.414,16.1,0.54,0.421
589,6330.0,2.31,174.0,3.01,2.31
2468,14800.0,9.66,407.0,12.6,9.67
2413,14700.0,9.44,405.0,12.3,9.45
1600,13500.0,6.26,371.0,8.17,6.27
2464,14800.0,9.64,407.0,12.6,9.65
228,1490.0,0.892,40.9,1.16,0.898
915,12200.0,3.58,334.0,4.67,3.59
794,10500.0,3.11,288.0,4.05,3.11
3021,15200.0,11.8,417.0,15.4,11.8
3543,15300.0,13.9,421.0,18.1,13.9
1073,12300.0,4.2,339.0,5.48,4.21
3351,15300.0,13.1,420.0,17.1,13.1
1744,13800.0,6.83,380.0,8.9,6.83
1084,12300.0,4.24,339.0,5.53,4.25
926,12200.0,3.62,335.0,4.73,3.63
3049,15200.0,11.9,417.0,15.6,11.9
1117,12400.0,4.37,340.0,5.7,4.38
642,7360.0,2.51,202.0,3.28,2.52
4767,14000.0,18.7,385.0,24.3,18.7
501,4770.0,1.96,131.0,2.56,1.97
4066,15300.0,15.9,422.0,20.8,15.9
333,2440.0,1.3,67.2,1.7,1.31
4684,14500.0,18.3,398.0,23.9,18.3
486,4520.0,1.9,124.0,2.48,1.91
1962,14200.0,7.68,390.0,10.0,7.69
393,3100.0,1.54,85.2,2.01,1.54
4842,13300.0,19.0,367.0,24.7,19.0
4866,13000.0,19.0,359.0,24.8,19.1
1755,13800.0,6.87,380.0,8.96,6.88
2515,14800.0,9.84,408.0,12.8,9.85
3585,15300.0,14.0,421.0,18.3,14.0
4315,15300.0,16.9,420.0,22.0,16.9
4966,10900.0,19.4,300.0,25.4,19.4
2099,14400.0,8.22,396.0,10.7,8.22
3599,15300.0,14.1,421.0,18.4,14.1
4121,15300.0,16.1,422.0,21.0,16.1
29,25.0,0.113,0.687,0.147,0.119
65,219.0,0.254,6.03,0.331,0.26
838,11300.0,3.28,311.0,4.28,3.29
3906,15400.0,15.3,422.0,19.9,15.3
3773,15400.0,14.8,422.0,19.3,14.8
4635,14700.0,18.1,404.0,23.7,18.1
3161,15200.0,12.4,418.0,16.1,12.4
2659,15000.0,10.4,411.0,13.6,10.4
4615,14800.0,18.1,406.0,23.6,18.1
4628,14700.0,18.1,404.0,23.6,18.1
2451,14800.0,9.59,406.0,12.5,9.6
2846,15100.0,11.1,414.0,14.5,11.1
1144,12400.0,4.48,340.0,5.84,4.48
3078,15200.0,12.0,418.0,15.7,12.1
1103,12400.0,4.32,340.0,5.63,4.32
168,1030.0,0.657,28.2,0.857,0.663
1670,13700.0,6.54,375.0,8.53,6.54
2570,14900.0,10.1,409.0,13.1,10.1
2377,14700.0,9.3,404.0,12.1,9.31
4395,15200.0,17.2,418.0,22.4,17.2
4257,15300.0,16.7,420.0,21.7,16.7
3862,15400.0,15.1,422.0,19.7,15.1
23,20.0,0.089,0.55,0.116,0.096
2633,14900.0,10.3,411.0,13.4,10.3
3340,15300.0,13.1,420.0,17.1,13.1
2215,14500.0,8.67,400.0,11.3,8.68
3682,15300.0,14.4,422.0,18.8,14.4
4724,14300.0,18.5,393.0,24.1,18.5
1907,14100.0,7.46,388.0,9.74,7.47
84,501.0,0.328,13.8,0.428,0.335
227,1480.0,0.888,40.6,1.16,0.894
296,2090.0,1.16,57.6,1.51,1.16
1001,12100.0,3.92,333.0,5.11,3.92
2138,14400.0,8.37,397.0,10.9,8.37
711,8760.0,2.78,241.0,3.63,2.79
2801,15000.0,11.0,414.0,14.3,11.0
2527,14900.0,9.89,408.0,12.9,9.9
3752,15400.0,14.7,422.0,19.2,14.7
3321,15300.0,13.0,420.0,17.0,13.0
3181,15200.0,12.5,419.0,16.2,12.5
4183,15300.0,16.4,421.0,21.4,16.4
1615,13500.0,6.32,372.0,8.25,6.33
3024,15200.0,11.8,417.0,15.4,11.8
1413,13000.0,5.53,358.0,7.21,5.54
763,9840.0,2.99,270.0,3.9,2.99
655,7620.0,2.56,209.0,3.34,2.57
4797,13800.0,18.8,379.0,24.5,18.8
3849,15400.0,15.1,422.0,19.7,15.1
4153,15300.0,16.3,421.0,21.2,16.3
468,4240.0,1.83,117.0,2.39,1.84
157,938.0,0.614,25.8,0.801,0.62
1295,12600.0,5.07,346.0,6.61,5.07
497,4700.0,1.95,129.0,2.54,1.95
4740,14200.0,18.6,390.0,24.2,18.6
2940,15100.0,11.5,416.0,15.0,11.5
3456,15300.0,13.5,421.0,17.6,13.5
373,2840.0,1.46,78.1,1.9,1.47
79,428.0,0.309,11.8,0.403,0.315
1553,13400.0,6.08,368.0,7.93,6.08
1669,13700.0,6.53,375.0,8.52,6.54
2131,14400.0,8.34,397.0,10.9,8.35
4439,15100.0,17.4,416.0,22.7,17.4
465,4190.0,1.82,115.0,2.37,1.83
248,1660.0,0.97,45.7,1.27,0.977
931,12200.0,3.64,336.0,4.75,3.65
1335,12800.0,5.23,351.0,6.82,5.23
4524,15000.0,17.7,412.0,23.1,17.7
1338,12800.0,5.24,351.0,6.83,5.24
1406,13000.0,5.5,357.0,7.18,5.51
1090,12400.0,4.27,340.0,5.56,4.27
4209,15300.0,16.5,421.0,21.5,16.5
742,9410.0,2.9,259.0,3.79,2.91
2323,14700.0,9.09,403.0,11.9,9.1
3601,15300.0,14.1,422.0,18.4,14.1
2123,14400.0,8.31,396.0,10.8,8.32
2094,14400.0,8.2,395.0,10.7,8.2
240,1590.0,0.939,43.7,1.22,0.945
2351,14700.0,9.2,404.0,12.0,9.21
1370,12900.0,5.36,354.0,6.99,5.37
1057,12300.0,4.14,338.0,5.4,4.14
4816,13600.0,18.9,374.0,24.6,18.9
199,1250.0,0.778,34.4,1.01,0.785
2280,14600.0,8.92,402.0,11.6,8.93
4749,14100.0,18.6,389.0,24.2,18.6
2220,14500.0,8.69,400.0,11.3,8.7
4771,14000.0,18.7,385.0,24.4,18.7
2819,15100.0,11.0,414.0,14.4,11.0
3150,15200.0,12.3,418.0,16.1,12.3
4256,15300.0,16.7,421.0,21.7,16.7
3107,15200.0,12.2,418.0,15.9,12.2
1973,14200.0,7.72,391.0,10.1,7.73
1375,12900.0,5.38,354.0,7.02,5.39
3968,15400.0,15.5,422.0,20.3,15.5
4062,15300.0,15.9,422.0,20.7,15.9
4445,15100.0,17.4,416.0,22.7,17.4
3557,15300.0,13.9,421.0,18.2,13.9
964,12300.0,3.77,338.0,4.92,3.78
179,1100.0,0.7,30.2,0.913,0.707
3698,15300.0,14.5,422.0,18.9,14.5
3821,15400.0,15.0,422.0,19.5,15.0
4878,12900.0,19.1,354.0,24.9,19.1
3899,15400.0,15.3,422.0,19.9,15.3
4487,15100.0,17.6,414.0,22.9,17.6
3238,15200.0,12.7,419.0,16.5,12.7
2974,15100.0,11.6,416.0,15.2,11.6
3580,15300.0,14.0,421.0,18.3,14.0
2887,15100.0,11.3,415.0,14.7,11.3
2575,14900.0,10.1,409.0,13.1,10.1
1419,13000.0,5.55,358.0,7.24,5.56
3907,15400.0,15.3,422.0,19.9,15.3
4673,14500.0,18.3,400.0,23.9,18.3
4902,12500.0,19.2,343.0,25.0,19.2
1860,14000.0,7.28,386.0,9.5,7.29
8,7.5,0.031,0.206,0.0404,0.0372
2894,15100.0,11.3,415.0,14.8,11.3
2847,15100.0,11.1,414.0,14.5,11.1
3664,15300.0,14.3,422.0,18.7,14.3
144,830.0,0.563,22.8,0.734,0.57
2104,14400.0,8.24,396.0,10.7,8.24
3143,15200.0,12.3,418.0,16.0,12.3
841,11400.0,3.29,312.0,4.29,3.3
1128,12400.0,4.42,340.0,5.76,4.42
151,886.0,0.59,24.4,0.77,0.597
3591,15300.0,14.1,421.0,18.3,14.1
1052,12300.0,4.12,338.0,5.37,4.12
1590,13500.0,6.22,370.0,8.12,6.23
3008,15200.0,11.8,417.0,15.4,11.8
2029,14300.0,7.94,393.0,10.4,7.95
3418,15300.0,13.4,421.0,17.5,13.4
1807,13900.0,7.07,383.0,9.23,7.08
2696,15000.0,10.6,412.0,13.8,10.6
3039,15200.0,11.9,417.0,15.5,11.9
472,4300.0,1.85,118.0,2.41,1.85
3289,15300.0,12.9,420.0,16.8,12.9
4074,15300.0,15.9,422.0,20.8,16.0
3496,15300.0,13.7,421.0,17.9,13.7
279,1940.0,1.09,53.3,1.42,1.1
1741,13800.0,6.81,379.0,8.89,6.82
4624,14700.0,18.1,405.0,23.6,18.1
2886,15100.0,11.3,415.0,14.7,11.3
1941,14200.0,7.6,389.0,9.91,7.6
100,557.0,0.391,15.3,0.51,0.397
2804,15000.0,11.0,414.0,14.3,11.0
3570,15300.0,14.0,421.0,18.2,14.0
3684,15300.0,14.4,422.0,18.8,14.4
3661,15300.0,14.3,422.0,18.7,14.3
530,5260.0,2.07,145.0,2.71,2.08
1886,14100.0,7.38,387.0,9.63,7.39
681,8150.0,2.67,224.0,3.48,2.67
3794,15400.0,14.9,422.0,19.4,14.9
3944,15400.0,15.4,422.0,20.1,15.4
4666,14600.0,18.3,400.0,23.8,18.3
2018,14300.0,7.9,393.0,10.3,7.9
1096,12400.0,4.29,340.0,5.59,4.3
829,11100.0,3.24,306.0,4.23,3.25
2805,15000.0,11.0,414.0,14.3,11.0
3829,15400.0,15.0,422.0,19.5,15.0
4381,15200.0,17.1,418.0,22.4,17.2
3891,15400.0,15.2,422.0,19.9,15.2
764,9860.0,2.99,271.0,3.9,3.0
2767,15000.0,10.8,413.0,14.1,10.8
4328,15300.0,16.9,419.0,22.1,16.9
3295,15300.0,12.9,420.0,16.8,12.9
2194,14500.0,8.59,399.0,11.2,8.59
2357,14700.0,9.23,404.0,12.0,9.23
3425,15300.0,13.4,421.0,17.5,13.4
3979,15400.0,15.6,422.0,20.3,15.6
911,12200.0,3.57,335.0,4.65,3.57
3145,15200.0,12.3,418.0,16.1,12.3
999,12100.0,3.91,333.0,5.1,3.92
3653,15300.0,14.3,422.0,18.7,14.3
2483,14800.0,9.72,407.0,12.7,9.72
4076,15300.0,16.0,422.0,20.8,16.0
2370,14700.0,9.28,404.0,12.1,9.28
4838,13400.0,18.9,368.0,24.7,18.9
33,30.8,0.129,0.848,0.168,0.135
3789,15400.0,14.8,422.0,19.3,14.8
1020,12200.0,3.99,336.0,5.21,4.0
1647,13600.0,6.45,374.0,8.41,6.45
733,9220.0,2.87,253.0,3.74,2.87
4582,14900.0,17.9,408.0,23.4,17.9
3274,15300.0,12.8,420.0,16.7,12.8
1620,13500.0,6.34,372.0,8.27,6.35
3135,15200.0,12.3,418.0,16.0,12.3
2689,15000.0,10.5,412.0,13.7,10.5
2707,15000.0,10.6,412.0,13.8,10.6
297,2100.0,1.16,57.9,1.52,1.17
2339,14700.0,9.16,403.0,11.9,9.16
653,7580.0,2.56,208.0,3.33,2.56
3774,15400.0,14.8,422.0,19.3,14.8
1255,12500.0,4.91,344.0,6.41,4.92
4520,15000.0,17.7,413.0,23.1,17.7
230,1500.0,0.9,41.3,1.17,0.906
3276,15300.0,12.8,420.0,16.7,12.8
3230,15200.0,12.6,419.0,16.5,12.6
691,8350.0,2.7,230.0,3.53,2.71
2754,15000.0,10.8,413.0,14.1,10.8
4863,13100.0,19.0,360.0,24.8,19.0
969,12300.0,3.79,338.0,4.95,3.8
633,7180.0,2.48,197.0,3.23,2.48
4092,15300.0,16.0,422.0,20.9,16.0
4077,15300.0,16.0,422.0,20.8,16.0
1321,12700.0,5.17,350.0,6.74,5.18
1831,14000.0,7.17,384.0,9.35,7.17
2178,14500.0,8.53,398.0,11.1,8.53
1417,13000.0,5.55,358.0,7.23,5.55
1782,13900.0,6.97,382.0,9.1,6.98
4715,14300.0,18.5,394.0,24.1,18.5
4701,14400.0,18.4,396.0,24.0,18.4
4118,15300.0,16.1,422.0,21.0,16.1
1652,13600.0,6.47,374.0,8.43,6.47
1483,13200.0,5.8,363.0,7.57,5.81
2275,14600.0,8.9,402.0,11.6,8.91
877,11900.0,3.43,328.0,4.48,3.44
3525,15300.0,13.8,421.0,18.0,13.8
2016,14300.0,7.89,392.0,10.3,7.9
426,3640.0,1.67,100.0,2.17,1.67
626,7040.0,2.45,193.0,3.2,2.46
1589,13500.0,6.22,370.0,8.11,6.23
2223,14500.0,8.7,400.0,11.3,8.71
2217,14500.0,8.68,400.0,11.3,8.68
4483,15100.0,17.5,415.0,22.9,17.6
1485,13200.0,5.81,363.0,7.58,5.82
1739,13800.0,6.81,379.0,8.88,6.81
2480,14800.0,9.71,407.0,12.7,9.71
2584,14900.0,10.1,410.0,13.2,10.1
2893,15100.0,11.3,415.0,14.8,11.3
149,869.0,0.583,23.9,0.76,0.589
676,8040.0,2.65,221.0,3.45,2.65
1261,12500.0,4.94,345.0,6.44,4.94
4917,12200.0,19.2,336.0,25.1,19.3
12,9.17,0.0465,0.252,0.0607,0.0529
1833,14000.0,7.17,384.0,9.36,7.18
3248,15300.0,12.7,419.0,16.6,12.7
1491,13200.0,5.84,364.0,7.61,5.84
2727,15000.0,10.7,412.0,13.9,10.7
3686,15300.0,14.4,422.0,18.8,14.4
1424,13000.0,5.57,358.0,7.27,5.58
4605,14800.0,18.0,407.0,23.5,18.0
4595,14800.0,18.0,407.0,23.5,18.0
731,9180.0,2.86,252.0,3.73,2.87
1231,12500.0,4.82,344.0,6.28,4.82
1634,13600.0,6.4,373.0,8.34,6.4
3936,15400.0,15.4,422.0,20.1,15.4
1210,12500.0,4.74,343.0,6.18,4.74
3268,15300.0,12.8,419.0,16.7,12.8
1934,14100.0,7.57,389.0,9.87,7.58
553,5660.0,2.16,156.0,2.82,2.17
491,4600.0,1.92,127.0,2.51,1.93
2962,15100.0,11.6,416.0,15.1,11.6
2329,14700.0,9.12,403.0,11.9,9.12
2195,14500.0,8.59,399.0,11.2,8.6
3064,15200.0,12.0,417.0,15.6,12.0
657,7660.0,2.57,211.0,3.35,2.58
2374,14700.0,9.29,404.0,12.1,9.3
2225,14600.0,8.71,400.0,11.4,8.71
4264,15300.0,16.7,420.0,21.8,16.7
1170,12400.0,4.58,342.0,5.97,4.59
132,738.0,0.516,20.3,0.673,0.523
471,4280.0,1.84,118.0,2.4,1.85
3225,15200.0,12.6,419.0,16.5,12.6
1405,13000.0,5.5,357.0,7.17,5.51
2876,15100.0,11.3,415.0,14.7,11.3
4504,15000.0,17.6,414.0,23.0,17.6
4692,14500.0,18.4,397.0,24.0,18.4
2826,15100.0,11.1,414.0,14.4,11.1
287,2010.0,1.12,55.4,1.46,1.13
1869,14000.0,7.32,386.0,9.54,7.32
3114,15200.0,12.2,418.0,15.9,12.2
3625,15300.0,14.2,422.0,18.5,14.2
2312,14600.0,9.05,403.0,11.8,9.06
4923,12100.0,19.3,332.0,25.1,19.3
1618,13500.0,6.33,372.0,8.26,6.34
994,12100.0,3.89,333.0,5.07,3.9
1803,13900.0,7.06,383.0,9.21,7.06
2642,14900.0,10.3,411.0,13.5,10.3
4802,13700.0,18.8,378.0,24.5,18.8
3535,15300.0,13.8,421.0,18.0,13.8
4831,13500.0,18.9,370.0,24.7,18.9
3911,15400.0,15.3,422.0,20.0,15.3
2107,14400.0,8.25,396.0,10.8,8.25
3044,15200.0,11.9,417.0,15.5,11.9
416,3470.0,1.63,95.3,2.12,1.63
977,12300.0,3.82,338.0,4.99,3.83
2417,14800.0,9.46,406.0,12.3,9.47
505,4830.0,1.98,133.0,2.58,1.98
4152,15300.0,16.3,421.0,21.2,16.3
4255,15300.0,16.7,420.0,21.7,16.7
3941,15400.0,15.4,422.0,20.1,15.4
414,3430.0,1.62,94.3,2.11,1.63
4148,15300.0,16.2,421.0,21.2,16.2
1183,12400.0,4.63,341.0,6.04,4.64
485,4510.0,1.9,124.0,2.48,1.9
893,12100.0,3.5,333.0,4.56,3.5
805,10700.0,3.15,293.0,4.11,3.16
555,5700.0,2.17,157.0,2.83,2.18
3825,15400.0,15.0,422.0,19.5,15.0
1197,12400.0,4.69,342.0,6.11,4.69
4253,15300.0,16.6,421.0,21.7,16.7
4058,15300.0,15.9,422.0,20.7,15.9
1293,12600.0,5.06,346.0,6.6,5.07
2221,14500.0,8.69,400.0,11.3,8.7
3504,15300.0,13.7,421.0,17.9,13.7
3654,15300.0,14.3,422.0,18.7,14.3
4758,14100.0,18.6,387.0,24.3,18.6
3006,15200.0,11.8,417.0,15.3,11.8
2093,14400.0,8.19,395.0,10.7,8.2
2187,14500.0,8.56,399.0,11.2,8.57
3036,15200.0,11.9,417.0,15.5,11.9
3918,15400.0,15.3,422.0,20.0,15.3
1272,12600.0,4.98,346.0,6.49,4.98
290,2040.0,1.13,56.1,1.48,1.14
4827,13500.0,18.9,371.0,24.6,18.9
252,1700.0,0.986,46.6,1.29,0.992
3245,15300.0,12.7,419.0,16.6,12.7
350,2610.0,1.37,71.7,1.79,1.38
1187,12400.0,4.65,341.0,6.06,4.65
1961,14200.0,7.68,390.0,10.0,7.68
422,3570.0,1.65,98.1,2.15,1.66
90,518.0,0.352,14.2,0.459,0.358
3729,15300.0,14.6,422.0,19.0,14.6
2236,14600.0,8.75,400.0,11.4,8.76
670,7920.0,2.62,218.0,3.42,2.63
3040,15200.0,11.9,417.0,15.5,11.9
26,22.5,0.101,0.619,0.132,0.108
429,3690.0,1.68,101.0,2.19,1.69
683,8190.0,2.67,225.0,3.49,2.68
4463,15100.0,17.5,416.0,22.8,17.5
3945,15400.0,15.4,422.0,20.1,15.4
3523,15300.0,13.8,421.0,18.0,13.8
1541,13400.0,6.03,367.0,7.87,6.04
2031,14300.0,7.95,393.0,10.4,7.96
2232,14600.0,8.74,400.0,11.4,8.74
4120,15300.0,16.1,422.0,21.0,16.1
3235,15200.0,12.7,419.0,16.5,12.7
254,1720.0,0.994,47.2,1.3,1.0
1029,12300.0,4.03,337.0,5.25,4.03
4392,15200.0,17.2,418.0,22.4,17.2
3800,15400.0,14.9,422.0,19.4,14.9
4310,15300.0,16.9,420.0,22.0,16.9
2509,14800.0,9.82,408.0,12.8,9.83
2292,14600.0,8.97,402.0,11.7,8.98
1323,12700.0,5.18,350.0,6.75,5.18
1550,13400.0,6.07,368.0,7.91,6.07
4647,14600.0,18.2,403.0,23.7,18.2
315,2270.0,1.23,62.5,1.61,1.24
1242,12500.0,4.86,344.0,6.34,4.87
2450,14800.0,9.59,406.0,12.5,9.6
1578,13400.0,6.18,370.0,8.06,6.18
4625,14700.0,18.1,405.0,23.6,18.1
3116,15200.0,12.2,418.0,15.9,12.2
69,276.0,0.269,7.58,0.351,0.276
859,11700.0,3.36,321.0,4.39,3.37
2753,15000.0,10.8,413.0,14.1,10.8
1632,13600.0,6.39,373.0,8.33,6.39
1650,13600.0,6.46,374.0,8.42,6.46
3860,15400.0,15.1,422.0,19.7,15.1
3106,15200.0,12.2,418.0,15.9,12.2
1074,12300.0,4.2,339.0,5.48,4.21
4001,15300.0,15.7,422.0,20.4,15.7
787,10300.0,3.08,284.0,4.02,3.09
2605,14900.0,10.2,410.0,13.3,10.2
3630,15300.0,14.2,422.0,18.5,14.2
2121,14400.0,8.3,396.0,10.8,8.31
1874,14000.0,7.34,386.0,9.57,7.34
811,10800.0,3.17,297.0,4.14,3.18
387,3010.0,1.51,82.7,1.97,1.52
2882,15100.0,11.3,415.0,14.7,11.3
1175,12400.0,4.6,342.0,6.0,4.61
3197,15200.0,12.5,419.0,16.3,12.5
2623,14900.0,10.3,410.0,13.4,10.3
1351,12800.0,5.29,352.0,6.9,5.29
410,3370.0,1.6,92.5,2.09,1.61
4212,15300.0,16.5,421.0,21.5,16.5
109,602.0,0.426,16.5,0.556,0.433
4995,-39.3,19.6,-1.08,25.5,19.6
3429,15300.0,13.4,421.0,17.5,13.4
2809,15100.0,11.0,414.0,14.3,11.0
2594,14900.0,10.2,410.0,13.2,10.2
2836,15100.0,11.1,414.0,14.5,11.1
2372,14700.0,9.28,404.0,12.1,9.29
1235,12500.0,4.83,344.0,6.3,4.84
2146,14500.0,8.4,397.0,11.0,8.41
4975,10600.0,19.5,291.0,25.4,19.5
599,6510.0,2.34,179.0,3.06,2.35
1434,13100.0,5.61,359.0,7.32,5.62
4996,-42.7,19.6,-1.17,25.5,19.6
538,5400.0,2.11,148.0,2.75,2.11
721,8970.0,2.82,247.0,3.68,2.83
4410,15200.0,17.3,417.0,22.5,17.3
1872,14000.0,7.33,386.0,9.56,7.33
2845,15100.0,11.1,414.0,14.5,11.1
2053,14300.0,8.04,394.0,10.5,8.04
2907,15100.0,11.4,415.0,14.8,11.4
2254,14600.0,8.82,401.0,11.5,8.83
3912,15400.0,15.3,422.0,20.0,15.3
177,1080.0,0.692,29.8,0.903,0.699
2890,15100.0,11.3,415.0,14.8,11.3
3673,15300.0,14.4,422.0,18.8,14.4
80,443.0,0.312,12.2,0.407,0.319
2561,14900.0,10.0,409.0,13.1,10.0
1723,13800.0,6.74,378.0,8.8,6.75
1617,13500.0,6.33,372.0,8.26,6.34
1654,13600.0,6.47,374.0,8.44,6.48
2328,14700.0,9.11,403.0,11.9,9.12
4613,14800.0,18.1,406.0,23.6,18.1
221,1430.0,0.865,39.2,1.13,0.871
93,527.0,0.363,14.5,0.474,0.37
2609,14900.0,10.2,410.0,13.3,10.2
3382,15300.0,13.2,420.0,17.3,13.2
4415,15200.0,17.3,417.0,22.5,17.3
1397,13000.0,5.47,356.0,7.13,5.47
4686,14500.0,18.3,398.0,23.9,18.3
1292,12600.0,5.06,346.0,6.6,5.06
2164,14500.0,8.47,398.0,11.0,8.48
2939,15100.0,11.5,416.0,15.0,11.5
3668,15300.0,14.4,422.0,18.7,14.4
812,10800.0,3.18,297.0,4.15,3.18
1258,12500.0,4.92,344.0,6.42,4.93
889,12100.0,3.48,332.0,4.54,3.49
1451,13100.0,5.68,361.0,7.41,5.69
3316,15300.0,13.0,420.0,16.9,13.0
2559,14900.0,10.0,409.0,13.1,10.0
3574,15300.0,14.0,421.0,18.2,14.0
2680,15000.0,10.5,411.0,13.7,10.5
4651,14600.0,18.2,402.0,23.7,18.2
4811,13700.0,18.8,376.0,24.6,18.8
4679,14500.0,18.3,399.0,23.9,18.3
2964,15100.0,11.6,416.0,15.1,11.6
2672,15000.0,10.5,411.0,13.6,10.5
561,5810.0,2.2,160.0,2.86,2.2
2778,15000.0,10.9,413.0,14.2,10.9
2948,15100.0,11.5,416.0,15.1,11.5
2817,15100.0,11.0,414.0,14.4,11.0
2758,15000.0,10.8,413.0,14.1,10.8
1756,13800.0,6.87,380.0,8.97,6.88
724,9030.0,2.83,248.0,3.7,2.84
219,1410.0,0.857,38.8,1.12,0.863
4139,15300.0,16.2,421.0,21.1,16.2
3957,15400.0,15.5,422.0,20.2,15.5
1588,13500.0,6.22,370.0,8.11,6.22
3347,15300.0,13.1,420.0,17.1,13.1
3970,15400.0,15.5,422.0,20.3,15.5
4707,14400.0,18.4,395.0,24.0,18.4
43,55.8,0.168,1.53,0.219,0.174
3001,15200.0,11.7,416.0,15.3,11.8
210,1340.0,0.821,36.8,1.07,0.828
677,8070.0,2.65,222.0,3.46,2.66
354,2650.0,1.39,72.8,1.81,1.39
1433,13100.0,5.61,359.0,7.32,5.61
949,12300.0,3.71,338.0,4.84,3.72
2843,15100.0,11.1,414.0,14.5,11.1
577,6100.0,2.26,168.0,2.95,2.26
3928,15400.0,15.4,422.0,20.1,15.4
544,5500.0,2.13,151.0,2.78,2.14
367,2780.0,1.44,76.4,1.87,1.44
1612,13500.0,6.31,372.0,8.23,6.32
3550,15300.0,13.9,421.0,18.1,13.9
3716,15300.0,14.5,422.0,19.0,14.6
3779,15400.0,14.8,422.0,19.3,14.8
135,762.0,0.528,21.0,0.689,0.534
4480,15100.0,17.5,415.0,22.9,17.5
1437,13100.0,5.62,359.0,7.34,5.63
47,76.7,0.183,2.11,0.239,0.19
1360,12800.0,5.32,353.0,6.94,5.33
734,9240.0,2.87,254.0,3.75,2.88
1534,13300.0,6.0,367.0,7.83,6.01
2004,14300.0,7.84,392.0,10.2,7.85
3795,15400.0,14.9,422.0,19.4,14.9
2519,14800.0,9.86,408.0,12.9,9.87
1972,14200.0,7.72,391.0,10.1,7.72
996,12100.0,3.9,333.0,5.08,3.9
61,172.0,0.238,4.72,0.31,0.245
1108,12400.0,4.34,340.0,5.66,4.34
2405,14700.0,9.41,405.0,12.3,9.42
95,536.0,0.371,14.7,0.484,0.378
478,4400.0,1.87,121.0,2.44,1.88
4359,15200.0,17.1,419.0,22.3,17.1
4112,15300.0,16.1,422.0,21.0,16.1
3707,15300.0,14.5,422.0,18.9,14.5
1101,12400.0,4.31,340.0,5.62,4.32
2746,15000.0,10.7,413.0,14.0,10.8
2170,14500.0,8.49,398.0,11.1,8.5
322,2340.0,1.26,64.3,1.64,1.27
4254,15300.0,16.7,421.0,21.7,16.7
3142,15200.0,12.3,418.0,16.0,12.3
3537,15300.0,13.8,421.0,18.1,13.9
4925,12000.0,19.3,331.0,25.1,19.3
2924,15100.0,11.4,415.0,14.9,11.5
1149,12400.0,4.5,341.0,5.87,4.5
3617,15300.0,14.2,422.0,18.5,14.2
291,2050.0,1.14,56.3,1.48,1.14
3749,15300.0,14.7,422.0,19.1,14.7
3586,15300.0,14.0,421.0,18.3,14.0
533,5310.0,2.09,146.0,2.72,2.09
3607,15300.0,14.1,421.0,18.4,14.1
2648,14900.0,10.4,411.0,13.5,10.4
4810,13700.0,18.8,376.0,24.6,18.8
1983,14200.0,7.76,391.0,10.1,7.77
2932,15100.0,11.5,416.0,15.0,11.5
1536,13300.0,6.01,367.0,7.84,6.02
4534,15000.0,17.7,412.0,23.2,17.8
4172,15300.0,16.3,421.0,21.3,16.3
3360,15300.0,13.2,420.0,17.2,13.2
3665,15300.0,14.3,422.0,18.7,14.4
4005,15400.0,15.7,422.0,20.4,15.7
3626,15300.0,14.2,422.0,18.5,14.2
586,6270.0,2.29,172.0,2.99,2.3
3256,15300.0,12.7,419.0,16.6,12.8
2298,14600.0,8.99,402.0,11.7,9.0
3988,15400.0,15.6,422.0,20.4,15.6
584,6230.0,2.29,171.0,2.98,2.29
2423,14800.0,9.48,406.0,12.4,9.49
1391,12900.0,5.44,356.0,7.1,5.45
4525,15000.0,17.7,412.0,23.1,17.7
4920,12100.0,19.3,334.0,25.1,19.3
4800,13800.0,18.8,378.0,24.5,18.8
3240,15200.0,12.7,419.0,16.5,12.7
4281,15300.0,16.8,420.0,21.9,16.8
3338,15300.0,13.1,420.0,17.0,13.1
3220,15200.0,12.6,419.0,16.4,12.6
2111,14400.0,8.26,396.0,10.8,8.27
1174,12400.0,4.6,342.0,5.99,4.6
4862,13100.0,19.0,360.0,24.8,19.0
3811,15400.0,14.9,422.0,19.5,14.9
1867,14000.0,7.31,386.0,9.53,7.31
2614,14900.0,10.2,410.0,13.3,10.2
3866,15400.0,15.1,422.0,19.7,15.1
4885,12800.0,19.1,351.0,24.9,19.1
3778,15400.0,14.8,422.0,19.3,14.8
3846,15400.0,15.1,422.0,19.6,15.1
2416,14800.0,9.46,406.0,12.3,9.46
70,290.0,0.273,7.96,0.356,0.28
4880,12900.0,19.1,353.0,24.9,19.1
1126,12400.0,4.41,340.0,5.75,4.41
4024,15300.0,15.8,422.0,20.5,15.8
3250,15300.0,12.7,419.0,16.6,12.7
3901,15400.0,15.3,422.0,19.9,15.3
1095,12400.0,4.29,340.0,5.59,4.29
4545,15000.0,17.8,411.0,23.2,17.8
1212,12500.0,4.74,344.0,6.19,4.75
3921,15400.0,15.3,422.0,20.0,15.4
1425,13000.0,5.58,359.0,7.27,5.58
3066,15200.0,12.0,417.0,15.7,12.0
4519,15000.0,17.7,413.0,23.1,17.7
2100,14400.0,8.22,396.0,10.7,8.23
